Song,Film/Album,Artists
Suno To Zara,Insaniyat Ke Devta,"Kumar Sanu, Sadhna Sargam"
Chookar Mere Man Ko,International Khiladi,Kumar Sanu
Halka Halka Dard Hai,International Khiladi,"Kumar Sanu, Kavita Krishnamurthy, Alka Yagnik"
Karle Tu Pyar Yar,Ishaara - A Dangerous Mission,"Kumar Sanu, Shreya Ghoshal"
Kaise Kahoon Kaise Ho Tum,Ishq,Kumar Sanu
Neend Churai Meri,Ishq,"Kumar Sanu, Udit Narayan, Alka Yagnik, Kavita Krishnamurthy, Vibha Sharma"
Meri Jaan Ne Mujhse,Ishq Aur Inteeqaam,Kumar Sanu
Pyar Pe Yakeen Hai,Ishq Aur Inteeqaam,"Kumar Sanu, Kavita Krishnamurthy"
Are Baba Ye Dil Kyon,Ishq Mein Jeena Ishq Mein Marna,"Kumar Sanu, Sadhana Sargam"
Chehra Tumhara,Ishq Mein Jeena Ishq Mein Marna,Kumar Sanu
Kisi Se Mujhe Pyar Ho,Ishq Mein Jeena Ishq Mein Marna,Kumar Sanu
Milta Na Pyar Jo Tera,Ishq Mein Jeena Ishq Mein Marna,Kumar Sanu
Meri Har Subah Ek Shaam,Ishq Na Karna,Kumar Sanu
O Jaanam O Jaanam,Ishq Na Karna,"Kumar Sanu, Shreya Ghoshal"
Aankhon Ne Tumhari,Ishq Vishk,"Kumar Sanu, Alka Yagnik, Alisha Chinai, Sonu Nigam"
Chot Dil Pe Lagi,Ishq Vishk,Kumar Sanu
Ishq Vishk Pyaar Vyaar,Ishq Vishk,Kumar Sanu
Mujhpe Har Haseena,Ishq Vishk,Kumar Sanu
Pagal Tujhe Main Kardunga,Iski Topi Uske Sarr,Kumar Sanu
Chori Chori Dil Deke,Itihaas,"Kumar Sanu, Sadhana Sargam, Alka Yagnik"
Sathi Mere Tere Bina,Itihaas,Kumar Sanu
Chori Chori Pyar Mein,Izzat Ki Roti,"Kumar Sanu, Anuradha Paudwal"
Mausam Badle To Badle,Izzat Ki Roti,Kumar Sanu
Aaye Hain Duaen Dene,Jaadugar,"Kumar Sanu, Jolly Mukherjee, Sapna Mukherjee, Sadhana Sargam"
Main Jaadugar,Jaadugar,"Kumar Sanu, Jolly Mukherjee"
Naach Meri Radha,Jaadugar,"Kumar Sanu, Alka Yagnik"
Pehla Pehla Pyar Ho Gaya,Jaal: The Trap,Kumar Sanu
Kangana Bole Khanan Khanan,Jaalsaaz,"Kumar Sanu, Alka Yagnik"
Barsaat Ho Rahi,Jaan Ki Kasam,"Kumar Sanu, Anuradha Paudwal"
Jo Hum Na Milenge,Jaan Ki Kasam,"Kumar Sanu, Anuradha Paudwal"
So Ja Chup Ho Ja,Jaan Ki Kasam,"Kumar Sanu, Anuradha Paudwal"
Akha India Janta Hai,Jaan Tere Naam,Kumar Sanu
Hum Lakh Chhupaye,Jaan Tere Naam,"Kumar Sanu, Asha Bhosle"
In The Morning By The Sea,Jaan Tere Naam,"Kumar Sanu, Alka Yagnik, Udit Narayan"
Maine Yeh Dil,Jaan Tere Naam,"Kumar Sanu, Alka Yagnik"
Romance Period,Jaan Tere Naam,Kumar Sanu
Rone Na Dijiyega,Jaan Tere Naam,Kumar Sanu
Love Hua,Jaanam Samjha Karo,"Kumar Sanu, Alka Yagnik"
Chahne Wale Aaj,Jaane Jigar,Kumar Sanu
So Barso Tak Main,Jaane Jigar,"Kumar Sanu, Kavita Krishnamurthy"
Dil Mein Basake,Jab Pyaar Kisise Hota Hai,Kumar Sanu
Ek Dil Tha,Jab Pyaar Kisise Hota Hai,Kumar Sanu
Madhosh Dil Ki Dhadkan,Jab Pyaar Kisise Hota Hai,Kumar Sanu
O Jaana Na Jaana,Jab Pyaar Kisise Hota Hai,Kumar Sanu
O Jaana Yeh Mana (Part 2),Jab Pyaar Kisise Hota Hai,Kumar Sanu
Pehli Pehli Baar,Jab Pyaar Kisise Hota Hai,"Kumar Sanu, Lata Mangeshkar, Alka Yagnik"
Aa Jana Raat Ko,Jagannath,"Kumar Sanu, Poornima, Sadhna Sargam, Arpita Raaj"
Dhak Dhina Dhin,Jagannath,Kumar Sanu
Dil Ki Kalam Se,Jagannath,Kumar Sanu
My Dream Girl,Jagannath,Kumar Sanu
Pyar Hua Hai,Jai Kishen,Kumar Sanu
Surat Hai Meri Bholi,Jai Kishen,"Kumar Sanu, Alka Yagnik, Poornima"
Tilda Banaspati,Jai Kishen,Kumar Sanu
Yaaro Kya Ladki Hai,Jai Kishen,Kumar Sanu
Pyar Ikrar Mere Yaar,Jai Vikraanta,"Kumar Sanu, Alka Yagnik"
Aaja Aa Khelein Game Koi,Jaisi Karni Waisi Bharni,"Kumar Sanu, Sadhana Sargam"
Agar Barsaat Na Hoti,Janam Kundli,"Kumar Sanu, Poornima"
Dil Dhadakne Ka Bahna,Janta Ki Adalat,Kumar Sanu
Dil Mein Kuch Aur,Janta Ki Adalat,Kumar Sanu
Tum Bhi Pagal Hum,Janta Ki Adalat,"Kumar Sanu, Alka Yagnik, Sadhana Sargam, Kavita Krishnamurthy"
Kal Hum Jahan Mile The,Jawab,"Kumar Sanu, Sadhana Sargam"
Tum Pe Dil Aa Gaya,Jawab,Kumar Sanu
Ye Dil Mein Rahanewale,Jawab,Kumar Sanu
Chaha Hai Tumhein,Jeena Marna Tere Sang,"Kumar Sanu, Anuradha Paudwal"
Mere Haathon Ki Lakeere,Jeena Nahin Bin Tere,"Kumar Sanu, Alka Yagnik"
Aaj Is Rut Mein,Jeena Teri Gali Mein,"Kumar Sanu, Anuradha Paudwal"
Tere Hum Ae Sanam,Jeena Teri Gali Mein,"Kumar Sanu, Anuradha Paudwal"
Kitni Hansi Zindagi Hai,Jeena To Hai,"Kumar Sanu, Pritha Majumdar"
Madhosh Ho Rahi Hai,Jeena To Hai,Kumar Sanu
Gar Pyar Na Kiya,Jeeo Shaan Se,"Kumar Sanu, Kavita Krishnamurthy"
Radha Radha Kishan Kishan,Jeeo Shaan Se,Kumar Sanu
Tu Dharti Pe Chahe,Jeet,"Kumar Sanu, Alka Yagnik, Sadhana Sargam"
Waadon Se Nahin,Jeet,Kumar Sanu
Rani Ki Nikli Sawaari,Jhoothi Shaan,Kumar Sanu
Aaye Hum Barati,Jigar,"Kumar Sanu, Kavita Krishnamurthy"
Kal Chaudhvi Ki Raat Thi,Jiyaala,Kumar Sanu
Mera Dil Dhadakta Hai,Jiyaala,Kumar Sanu
Pat Pat Patakha,Jiyaala,Kumar Sanu
Teri Lat Lehrai Hai,Jiyaala,Kumar Sanu
Tu Hi Tu,Jiyaala,"Kumar Sanu, Alka Yagnik, Sadhana Sargam"
Jodi No 1,Jodi No.1,Kumar Sanu
Mera Dil Tera Thikana,Jodi No.1,"Kumar Sanu, Sonu Nigam, Alka Yagnik"
Khula Hai Mera Pinjra,Joru Ka Ghulam,"Kumar Sanu, Alka Yagnik"
Chupa Le Aankhon Mein Bana Ke Kajal,Juaari,"Kumar Sanu, Sadhana Sargam"
Qatra Shabnam Ka Shola Banne Laga,Judge Mujrim,"Kumar Sanu, Kavita Krishnamurthy"
Duniya Mein Aaye,Judwaa,"Kumar Sanu, Kavita Krishnamurthy, Poornima"
Tera Aana Tera Jaana,Judwaa,Kumar Sanu
Tu Mere Dil Mein Bas Ja,Judwaa,Kumar Sanu
Dil Mein Jigar Mein,Jung,Kumar Sanu
Mere Bina Tum,Jung,"Kumar Sanu, Alka Yagnik, Hema Sardesai"
Jaan Kahan Hai Tu,Jungle,"Kumar Sanu, Sunidhi Chauhan"
Saath Tumhara Jaan Se Pyara,Jungle Beauty,"Kumar Sanu, Sadhana Sargam"
Jo Pyar Kar Gaye Wo Log Aur Thy,Junoon,Kumar Sanu
Jab Koi Baat Bigad Jaaye,Jurm,"Kumar Sanu, Sadhana Sargam"
Badan Mein Jadoo,Kaali Topi Laal Rumaal,Kumar Sanu
Tere Mere Pyar Ka,Kaali Topi Laal Rumaal,"Kumar Sanu, Kavita Krishnamurti"
Saawan Ki Raat Suhani,Kaalia,"Kumar Sanu, Poornima"
Dil Kya Kare,Kaante,"Kumar Sanu, Kavita Krishnamurthy"
Aana Mere Pyar Ko Na Tum,Kabhi Haan Kabhi Naa,Kumar Sanu
Ae Kaash Ke Hum,Kabhi Haan Kabhi Naa,"Kumar Sanu, Alka Yagnik, Devaki Pandit"
Woh To Hai Albela,Kabhi Haan Kabhi Naa,Kumar Sanu
Mill Gayi Mill Gayi Woh Saari Manzile,Kabhi Na Kabhi,"Kumar Sanu, Alka Yagnik"
Band Lifafa Dil Mera,Kachche Dhaage,Kumar Sanu
Dil Perdesi Ho Gaya,Kachche Dhaage,Kumar Sanu
Ek Jawani Teri Ek Jawani,Kachche Dhaage,Kumar Sanu
Pyaar Nahin Karna Jahan,Kachche Dhaage,"Kumar Sanu, Alka Yagnik, Lata Mangeshkar"
Dhin Tara Dhin Tara,Kahin Pyaar Na Ho Jaaye,Kumar Sanu
Kahin Pyaar Na Ho Jaaye,Kahin Pyaar Na Ho Jaaye,"Kumar Sanu, Alka Yagnik, Nitin Mukesh, Kamaal Khan, Sonu Nigam"
O Priya O Priya,Kahin Pyaar Na Ho Jaaye,Kumar Sanu
Parody,Kahin Pyaar Na Ho Jaaye,Kumar Sanu
Chand Sitare,Kaho Naa... Pyaar Hai,Kumar Sanu
Bhiga Hai Mausam Khali Hai Ghar,Kaise Kaise Rishte,"Kumar Sanu, Alka Yagnik, Alisha Chinai"
Ho Gaya Hai Pyaar,Kaise Kaise Rishte,Kumar Sanu
Phoolon Se Zyaada,Kaise Kaise Rishte,Kumar Sanu
Aaj Raat Chandni Hai,Kal Ki Awaz,"Kumar Sanu, Sadhana Sargam, Alka Yagnik"
Aaj Raat Chandni Hai-Duet,Kal Ki Awaz,"Kumar Sanu, Sadhana Sargam"
Jabse Dekha Tumko,Kal Ki Awaz,"Kumar Sanu, Asha Bhosle"
Kar Na Sake Hum Pyar Ka Sauda,Kal Ki Awaz,"Kumar Sanu, Asha Bhosle"
Kisi Meherban Ne Aake,Kal Ki Awaz,"Kumar Sanu, Asha Bhosle"
Kyon Ladkiyan Humse,Kal Ki Awaz,"Kumar Sanu, Asha Bhosle"
Sabse Hum Door Huye,Kal Ki Awaz,"Kumar Sanu, Sadhana Sargam"
Tumhari Nazron Mein Humne Dekha,Kal Ki Awaz,"Kumar Sanu, Asha Bhosle"
Ek Tujh Mein Hi,Kala Bazaar,"Kumar Sanu, Sarika Kapoor"
Keh Do Ye Haseeno Se,Kala Bazaar,"Kumar Sanu, Sadhana Sargam, Asha Bhosle, Anwar"
Do Pyar Karne Walo Ko,Kalyug Ke Avtaar,"Kumar Sanu, Kavita Krishnamurthy"
Jack And Jill Went,Kanoon,Kumar Sanu
Kya Khata Hai Meri,Kanoon,Kumar Sanu
Main Bani Hoon Sirf,Kanoon,Kumar Sanu
Tujhe Lift Car Mein,Kanoon,"Kumar Sanu, Lata Mangeshkar"
Saajan Mere Saajan,Kanoon Ki Awaaz,"Kumar Sanu, Chitra Singh"
Maina Bol Rahi,Kanyadaan,"Kumar Sanu, Asha Bhosle"
Mausam Haseen Ye Pyara,Kanyadaan,"Kumar Sanu, Chorus"
Mere Seene Mein Teri Dhadkan,Kanyadaan,"Kumar Sanu, Alka Yagnik"
Tu Meri Shairi,Kanyadaan,"Kumar Sanu, Alka Yagnik"
Aasman Pe Chand Nikla,Karan,"Kumar Sanu, Sadhana Sargam, Alka Yagnik, Lata Mangeshkar"
Ek Idea Hai,Karan,Kumar Sanu
Kab Tak Pyar Chupaoge,Karan,Kumar Sanu
Mera Dil Tera Deewana,Karan,Kumar Sanu
Mera Peecha Chodne Ka,Karan,Kumar Sanu
Jaati Hoon Main,Karan Arjun,Kumar Sanu
Jai Maa Kali,Karan Arjun,Kumar Sanu
Yeh Bandhan,Karan Arjun,"Kumar Sanu, Udit Narayan, Alka Yagnik"
Chori Chori Jab Nazrein Mili,Kareeb,"Kumar Sanu, Sanjeevani"
Chori Chori Kismat Ne Awaaz Di,Kareeb,Kumar Sanu
Chura Lo Na Dil Mera,Kareeb,Kumar Sanu
Haan Judai Se Darta Hai Dil,Kareeb,Kumar Sanu
Aao Aur Na Socho,Karobaar: The Business of Love,Kumar Sanu
Chahiye Milne Ka Bahana,Karobaar: The Business of Love,Kumar Sanu
Duniyan Mein Sabse,Karobaar: The Business of Love,Kumar Sanu
Sunona Sunona,Karobaar: The Business of Love,"Kumar Sanu, Alka Yagnik, Asha Bhosle"
Dhadakta Tha Pehle Dil Mera,Kartavya,Kumar Sanu
Hamen Kya Khabar Thi,Kartavya,Kumar Sanu
Pyar Mein Dil Ka Murga,Kartavya,Kumar Sanu
Yeh Dil Ki Dhadkan Kya Kehti Hai,Kartavya,"Kumar Sanu, Alka Yagnik"
Meri Mehbooba Hai,Karz: The Burden of Truth,Kumar Sanu
Mohabbat Hui Hai,Karz: The Burden of Truth,Kumar Sanu
Shaam Bhi Khoob Hai,Karz: The Burden of Truth,Kumar Sanu
So Gaayi Hai Zameen,Karz: The Burden of Truth,"Kumar Sanu, Alka Yagnik, Kavita Krishnamurthy, Abhijeet"
Mili Tere Pyar Ki,Kasak,"Kumar Sanu, Anuradha Paudwal"
Shaad Rahe Aabad Rahe,Kasam,Kumar Sanu
Teri Dhafli Meri Payal,Kasam,"Kumar Sanu, Sadhana Sargam"
Teri Dhafli Meri Payal (Sad),Kasam,Kumar Sanu
Apni Apni Kismat,Kasam Jhoot Ki,Kumar Sanu
Main Awara Shehzada,Kasam Jhoot Ki,Kumar Sanu
Halchal Yeh Kaisi Halchal,Kasam Teri Kasam,"Kumar Sanu, Anuradha Paudwal"
Kal Raat Ho Gayi,Kasoor,Kumar Sanu
Koi To Saathi Chaahiye,Kasoor,"Kumar Sanu, Alka Yagnik"
Mohabbat Ho Na Jaaye,Kasoor,Kumar Sanu
Tere Chehre Pe Marta Hoon,Kaun Hai Jo Sapno Mein Aaya,"Kumar Sanu, Anuradha Paudwal"
Tu Meri Laila,Kaun Kare Kurbanie,"Kumar Sanu, Sadhana Sargam"
Dil Se Judi Dil Ki,Kaun Sachcha Kaun Jhootha,Kumar Sanu
Wadoo Ki Suhani Sham,Kaun Sachcha Kaun Jhootha,"Kumar Sanu, Preeti Singh, Alka Yagnik"
Aankho Mein Nahi Dil Mein,Kayda Kanoon,"Kumar Sanu, Sadhana Sargam"
Mere Humsafar,Keemat - They Are Back,"Kumar Sanu, Alka Yagnik"
Jaane Kab Anjane,Kehtaa Hai Dil Baar Baar,Kumar Sanu
Tum Ho To Main Hoon,Khalli Balli,Kumar Sanu
Aaj Main Uppar Aasmaan Niche,Khamoshi: The Musical,"Kumar Sanu, Kavita Krishnamurthy"
Aankhon Mein Kya,Khamoshi: The Musical,Kumar Sanu
Baali Umar Teri,Khanjar: The Knife,Kumar Sanu
Nateeja Hamari Mohabbat Ka,Khauff,Kumar Sanu
O Gori Gori,Khauff,Kumar Sanu
Zindagi Ke Khel Mein,Khel,"Kumar Sanu, Alka Yagnik"
Moment Of Passion,Khel - No Ordinary Game,Kumar Sanu
Pyar Hone Laga Hai,Khel - No Ordinary Game,"Kumar Sanu, Kavita Krishnamurthy"
Dekha Teri Mast,Khiladi,"Kumar Sanu, Asha Bhosle"
Kaisa Yeh Pyar Hai,Khiladi 420,"Kumar Sanu, Kavita Krishnamurthy"
Tu Kaun Hai Tera Naam Kya,Khiladiyon Ka Khiladi,"Kumar Sanu, Sadhana Sargam"
Tu Waaqif Nahi Meri Deewangi Se,Khiladiyon Ka Khiladi,Kumar Sanu
Lag Jao Gale,Khilona,"Kumar Sanu, Alka Yagnik"
Aana Zara Paas To Aa,Khoobsurat,Kumar Sanu
Ghoonghat Mein Chaand,Khoobsurat,"Kumar Sanu, Kavita Krishnamurthy, Anuradha Paudwal"
Mera Ek Sapna Hai,Khoobsurat,Kumar Sanu
Meri Jaan itna Pareshan Kyun Hai,Khoon Ka Nasha,Kumar Sanu
Na Todoge Dil Tum Mera,Khote Sikkey,"Kumar Sanu, Alka Yagnik, Poornima"
Sahiba Kehde Haan,Khote Sikkey,Kumar Sanu
Sari Duniya Bole Tune,Khote Sikkey,Kumar Sanu
Kis Mausam Mein Ya Rab,Khudai,Kumar Sanu
Tere Deewane Ne,Khuddar,Kumar Sanu
Tum Mano Ya Na Mano,Khuddar,Kumar Sanu
Tumsa Koi Pyaara,Khuddar,"Kumar Sanu, Alka Yagnik"
Woh Aankh Hi Kya,Khuddar,Kumar Sanu
Dil Mane Jise Wohi Apna,King Uncle,Kumar Sanu
Yeh Kya Mujko Hone Laga,Kismat,"Kumar Sanu, Alka Yagnik"
Chhodo Gussa Jane Jana,Kohra,Kumar Sanu
Mausam Rangeen Hai Kitna Hasin Hai,Kohra,Kumar Sanu
O Bewafa Bewafa Bewafa,Kohra,"Kumar Sanu, Sadhana Sargam, Kavita Krishnamurthy"
Tujhe Meri Kasam Mere Sir Ki Kasam,Kohra,Kumar Sanu
Guzar Jayenge Din,Koi Hai Apna,"Kumar Sanu, Sadhana Sargam"
Humko Hone De Sharabi,Koi Kisise Kum Nahin,Kumar Sanu
Sanwali Haseena Kabhi Mil,Koi Kisise Kum Nahin,"Kumar Sanu, Kavita Krishnamurthy, Abhijeet"
Koi Mere Dil Mein Hai,Koi Mere Dil Mein Hai,"Kumar Sanu, Anuradha Paudwal"
Badan Juda Hote Hai,Koyla,Kumar Sanu
Dekha Tujhe To,Koyla,"Kumar Sanu, Alka Yagnik, Preeti Singh, Falguni Pathak"
Jaaneman Yeh Geet Nahin,Kranti Kshetra,Kumar Sanu
Chunri Udi Sajan,Krantiveer,Kumar Sanu
Jabse Hum Tere Aashiq Bane,Krantiveer,"Kumar Sanu, Alka Yagnik, Poornima"
Koi Kaise Mohabbat,Krishna,"Kumar Sanu, Sadhana Sargam"
Makhan Koi,Krishna,"Kumar Sanu, Sunidhi Chauhan"
Makhan Koi (Part 2),Krishna,"Kumar Sanu, Sunidhi Chauhan"
Andekha Anjaana Aaya Kaisa,Krishna Arjun,"Kumar Sanu, Alka Yagnik, Suresh Wadkar"
Main Hoon Krishna Tu Hai Arjun,Krishna Arjun,Kumar Sanu
Aaju Mein Tum Khade The,Krishna Cottage,"Kumar Sanu, Alka Yagnik"
Kaise Badne Lagi,Kuch Kaha Aapne,"Kumar Sanu, Alka Yagnik"
Neend Udh Rahi Hai,Kuch Khatti Kuch Meethi,"Kumar Sanu, Alka Yagnik, Sunidhi Chauhan"
Saamne Baith Kar,Kuch Khatti Kuch Meethi,Kumar Sanu
Tumko Sirf Tumko,Kuch Khatti Kuch Meethi,Kumar Sanu
Ladki Badi Anjaani Hai,Kuch Kuch Hota Hai,Kumar Sanu
Saajanji Ghar Aaye,Kuch Kuch Hota Hai,"Kumar Sanu, Kavita Krishnamurthy, Alka Yagnik"
Jab Se Dekha Tumko,Kuch Tum Kaho Kuch Hum Kahein,"Kumar Sanu, Alka Yagnik"
Humse Mohabbat Mein,Kudrat,"Kumar Sanu, Sadhana Sargam"
Mehendi Rachake,Kunwara,"Kumar Sanu, Alka Yagnik"
Yeh Ladki Jawan Ho,Kunwara,Kumar Sanu
Aap Ka Aana,Kurukshetra,"Kumar Sanu, Alka Yagnik, Sonu Nigam"
Chal Shaadi Kar Lete Hain,Kurukshetra,Kumar Sanu
Ishq Bhi Kya Cheez Hai,Kurukshetra,Kumar Sanu
Janam Tere Liye,Kurukshetra,Kumar Sanu
Ye Kutumb,Kutumb The Family,"Kumar Sanu, Aryan Jain, Aishwarya"
Ye Kutumb Sad Version,Kutumb The Family,Kumar Sanu
Ae Sanam Meri Bahon,Kya Kehna,"Kumar Sanu, Alka Yagnik, Sonu Nigam"
In Kadmon Ke Neeche,Kya Kehna,Kumar Sanu
O Soniye Dil Jaaniye,Kya Kehna,Kumar Sanu
Pyara Bhaiya Mera,Kya Kehna,Kumar Sanu
Dil Kee Najar Me,Kya Yehi Pyaar Hai,Kumar Sanu
Sochu Tumhe Abb Mai Rat Din,Kya Yehi Pyaar Hai,Kumar Sanu
Tujhe Dekhakar Jitaa Hun Main,Kya Yehi Pyaar Hai,"Kumar Sanu, Alka Yagnik, Sonu Nigam"
Ooperwaale Neeli Chatri,Laalchee,"Kumar Sanu, Sushma Shreshta"
Teri Meri Zindagi,Laalchee,Kumar Sanu
Dedo Dedo Mujhe Dil,Laat Saab,"Kumar Sanu, Alka Yagnik"
Hirni Jaisi Aankhon Wali,Laat Saab,Kumar Sanu
Sard Bhara Yeh Mausam,Ladli Betiyan,"Kumar Sanu, Vaishali Made"
Awara Pagal Deewana,Lahu Ke Do Rang,Kumar Sanu
Mujhe Paisa Mila,Lahu Ke Do Rang,"Kumar Sanu, Alka Yagnik"
Tere Bina O Mere Sanam,Laqshya,"Kumar Sanu, Alka Yagnik, Kavita Krishnamurthy"
Tum Humko Hum Tumko,Laqshya,Kumar Sanu
Tumhare Paas Aane Se,Laqshya,Kumar Sanu
Yeh Dil Sanam Tumhare,Laqshya,Kumar Sanu
Dekhe The Kitne Sapne,Lateef,Kumar Sanu
Tak Dhina Dhin,Lav Kush,"Kumar Sanu, Alka Yagnik"
Toot Gaya Dil,Loha,Kumar Sanu
Band Kamre Mein,Lohpurush,"Kumar Sanu, Alisha Chinoy, Poornima"
Rooth Ke Jaanewali Nakhrewali,Lohpurush,Kumar Sanu
Godi Ma Humko Uthaile,Lootera Sultan,"Kumar Sanu, Kavita Krishnamurthy"
Jis Dil Ne Tujh Ko,Lootere,Kumar Sanu
Main Teri Rani Tu Raja Mera,Lootere,"Kumar Sanu, Alka Yagnik, Anupama Deshpande"
Aaine Ke Sau Tukde,Maa,Kumar Sanu
Chanda Ne De Chandni,Maa,"Kumar Sanu, Kavita Krishnamurthy"
Main Tere Dil Ka Maa,Maahir,"Kumar Sanu, Alka Yagnik"
Vaada Karke Jaate Ho,Maahir,Kumar Sanu
Pagal Mann Mera,Maar Dhaad,"Kumar Sanu, Sadhana Sargam, Chandru Atma"
Beparwah Bohot Din,Madhosh,"Kumar Sanu, Udit Narayan"
Dil Mera Deewana Dhadke,Mafia,Kumar Sanu
Duniya Nazaare Na,Mafia,Kumar Sanu
Yeh Dil Yeh Pagal Dil,Mafia,"Kumar Sanu, Alka Yagnik, Poornima"
Ladki Kanwari Ne,Mafia Raaj,"Kumar Sanu, Kavita Krishnamurthy, Sudesh Bhosle"
Unse Nazren Mili,Mahaatma,"Kumar Sanu, Kavita Krishnamurthy"
Main Khush Naseeb Hoon,Mahakaal,"Kumar Sanu, Anuradha Paudwal"
Kya Baat Hai Tu Saath Hai,Maidan-E-Jung,"Kumar Sanu, Alka Yagnik, Sapna Mukherjee"
Sham Dhal Rahi Hai,Maidan-E-Jung,Kumar Sanu
Chura Ke Dil Mera,Main Khiladi Tu Anari,"Kumar Sanu, Alka Yagnik"
Lakhon Haseen,Main Khiladi Tu Anari,"Kumar Sanu, Asha Bhosle"
Paas Woh Aane Lage Zaara Zaara,Main Khiladi Tu Anari,"Kumar Sanu, Alka Yagnik"
Zuban Khamosh,Main Khiladi Tu Anari,Kumar Sanu
Tanhai Ne Li Angdai,Main Phir Aaoongi,"Kumar Sanu, Alka Yagnik"
Do Dilon Ki Dastan Mein,Main Solah Baras Ki,"Kumar Sanu, Alka Yagnik, Anuradha Paudwal, Kavita Krishnamurthy, Udit Narayan"
Main Pukaroon,Main Solah Baras Ki,Kumar Sanu
Pal Ye Kehta Hai,Main Solah Baras Ki,Kumar Sanu
Sach Huva Hai Sapna,Main Solah Baras Ki,Kumar Sanu
Aye Mere Dost Dosti Ki Kasam,Majhdhaar,"Kumar Sanu, S.p. Balasubrahmanyam, Udit Narayan"
Aye Mere Dost Dosti Ki Kasam (Part 2),Majhdhaar,Kumar Sanu
Kya Zamana Aa Gaya,Majhdhaar,Kumar Sanu
Tere Pyar Mein Main Madhosh Raha,Major Saab,Kumar Sanu
Ae Mere Humsafar (Male),Manchala,Kumar Sanu
Ghadi Se Kaho Zaraa,Manchala,Kumar Sanu
Khata Na Koi Ho Jaye,Manchala,Kumar Sanu
Pyara Pyar Ka Nasha,Manchala,"Kumar Sanu, Kavita Krishnamurthy, Alka Yagnik, Lata Mangeshkar"
Saans Chalti Rahe To,Manoranjan: The Entertainment,"Kumar Sanu, Alka Yagnik"
Aankhon Mein Hai Kya,Mard,"Kumar Sanu, Alka Yagnik"
Hum Pyar Jo Tera,Market,"Kumar Sanu, Alka Yagnik"
Masoom Si Ek Larkee,Maseeha,Kumar Sanu
Subah Savere,Maseeha,Kumar Sanu
Deewana Dil Dhoondhe,Mashooq,Kumar Sanu
O Sarphiri O Diwani,Mashooq,Kumar Sanu
O Yara O Yara,Mashooq,"Kumar Sanu, Kavita Krishnamurthy"
Too Bhi Tadpegi,Mashooq,Kumar Sanu
Tumhe Dil To De Chuke,Mashooq,"Kumar Sanu, Kavita Krishnamurthy"
Ye Dharkan Mere Dil Ki,Mashooq,"Kumar Sanu, Kavita Krishnamurthy"
Tukur Tukur Dekhate Ho Kya,Masoom,"Kumar Sanu, Poornima"
Ai Ji Oi Ji,Masti,"Kumar Sanu, Mahendra Kapoor"
Houle Houle,Masti,Kumar Sanu
Ek Haseen Nigah Ka,Maya Memsaab,Kumar Sanu
Kuch Bhi Nahi Hai Zindagi,Meena Bazar,Kumar Sanu
Jab Jab Tujh Ko Dekha,Meera Ka Mohan,"Kumar Sanu, Anuradha Paudwal"
Krishna O Krishna,Meera Ka Mohan,"Kumar Sanu, Anuradha Paudwal"
Mere Liye Zaruri Pyar Tera,Meera Ka Mohan,"Kumar Sanu, Anuradha Paudwal"
Tum Par Chodi Jeevan Naiyya,Meera Ke Girdhar,Kumar Sanu
Button Daba Denge,Megha,"Kumar Sanu, Kavita Krishnamurthy, Poornima"
Dildar Jab Tak Na Mile,Megha,Kumar Sanu
Meri Hasraton Ka Janaaza Utha Ke,Mehandi Ban Gai Khoon,"Kumar Sanu, Alka Yagnik, Suresh Wadkar"
Phoolon Ka Sabko Hota Nahin Naseeb,Mehandi Ban Gai Khoon,Kumar Sanu
Sach Puchho,Mehndi,Kumar Sanu
Dhadkan Mein Tum,Mela,"Kumar Sanu, Alka Yagnik"
Ice Cream Vanila,Mere Do Anmol Ratan,"Kumar Sanu, Anuradha Paudwal, Poornima, Udit Narayan, Sonu Nigam"
Puncho Na Hai Kaisi,Mere Do Anmol Ratan,Kumar Sanu
Titli Ke Pankhon,Mere Do Anmol Ratan,Kumar Sanu
Tumko Dulhan Banayenge,Mere Jeevan Saathi,"Kumar Sanu, Sadhana Sargam"
Bahut Din Huye,Mere Meharban,Kumar Sanu
Maar Katari Mar Jaon,Mere Meharban,Kumar Sanu
"O Mr. Prince, Hi Miss Queen",Mere Meharban,"Kumar Sanu, Alka Yagnik"
Tere Kale Hai Baal,Mere Meharban,"Kumar Sanu, Asha Bhosle"
Jaana O Meri Jaana,Mere Sainath (Unreleased),"Kumar Sanu, Sadhana Sargam"
Bewafa Ajnabi,Meri Aan,Kumar Sanu
Is Nazar Ne Kabhi,Meri Aan,"Kumar Sanu, Asha Bhosle, Sadhana Sargam"
Wo Wada Hi Kya Jo,Meri Aan,Kumar Sanu
Na Guzre Ye Din,Meri Aankhon Mein Tum,Kumar Sanu
Saathire Saathire,Meri Aankhon Mein Tum,Kumar Sanu
Palkon Pe Lagalo,Meri Adalat,"Kumar Sanu, Alka Yagnik"
Tum Tum Taara Re,Meri Adalat,Kumar Sanu
Meri Biwi Ka Jawab Nahin,Meri Biwi Ka Jawaab Nahin,"Kumar Sanu, Kavita Krishnamurthy"
Hum To Hai Pagal Premee,Meri Mohabbat Mera Naseeba,"Kumar Sanu, Alka Yagnik, Kavita Krishnamurti, Sadhana Sargam"
Main Bewafa Nahin Hoon,Meri Mohabbat Mera Naseeba,Kumar Sanu
